Datetime,Temperature(2m),Rhumadity(2m),SPressure(kPa),Population,GDP,Generation(MW),Demand(MW)
1/1/2016 0:00,17.51,69.47,101.7,160811932,2.65225E+11,4211,4211
1/1/2016 1:00,16.72,72.76,101.67,160811932,2.65225E+11,4140,4140
1/1/2016 2:00,15.95,76.12,101.64,160811932,2.65225E+11,3941,3941
1/1/2016 3:00,15.36,78.96,101.63,160811932,2.65225E+11,3724,3724
1/1/2016 4:00,14.95,81.18,101.65,160811932,2.65225E+11,3603,3603
1/1/2016 5:00,14.74,82.63,101.71,160811932,2.65225E+11,3590,3590
1/1/2016 6:00,14.8,82.76,101.79,160811932,2.65225E+11,3731,3731
1/1/2016 7:00,16.21,78.83,101.88,160811932,2.65225E+11,3708,3708
1/1/2016 8:00,18.31,70.46,101.97,160811932,2.65225E+11,4025,4025
1/1/2016 9:00,22.26,56.68,102.02,160811932,2.65225E+11,4219,4219
1/1/2016 10:00,25.32,46.73,101.99,160811932,2.65225E+11,4113,4113
1/1/2016 11:00,26.64,43.18,101.89,160811932,2.65225E+11,4112,4112
1/1/2016 12:00,27.37,40.96,101.77,160811932,2.65225E+11,4275,4275
1/1/2016 13:00,27.72,39.52,101.65,160811932,2.65225E+11,4167,4167
1/1/2016 14:00,27.6,39.56,101.58,160811932,2.65225E+11,3918,3918
1/1/2016 15:00,27,40.38,101.57,160811932,2.65225E+11,3904,3904
1/1/2016 16:00,25.05,53.3,101.6,160811932,2.65225E+11,3737,3737
1/1/2016 17:00,22.76,55.89,101.66,160811932,2.65225E+11,4023,4023
1/1/2016 18:00,21.41,59.22,101.74,160811932,2.65225E+11,5606,5606
1/1/2016 19:00,20.12,63.82,101.82,160811932,2.65225E+11,5847,5847
1/1/2016 20:00,19.04,67.77,101.87,160811932,2.65225E+11,5880,5880
1/1/2016 21:00,18.18,70.61,101.9,160811932,2.65225E+11,5520,5520
1/1/2016 22:00,17.49,73.01,101.89,160811932,2.65225E+11,4939,4939
1/1/2016 23:00,16.93,74.78,101.85,160811932,2.65225E+11,4564,4564
1/2/2016 0:00,16.54,75.92,101.8,160811932,2.65225E+11,4535,4535
1/2/2016 1:00,16.29,76.75,101.75,160811932,2.65225E+11,3813,3813
1/2/2016 2:00,16.15,77.41,101.71,160811932,2.65225E+11,3467,3467
1/2/2016 3:00,15.9,79,101.68,160811932,2.65225E+11,3527,3527
1/2/2016 4:00,15.73,80.4,101.68,160811932,2.65225E+11,3443,3443
1/2/2016 5:00,15.63,81.41,101.72,160811932,2.65225E+11,3399,3399
1/2/2016 6:00,15.33,83.51,101.79,160811932,2.65225E+11,3689,3689
1/2/2016 7:00,16.14,81.56,101.87,160811932,2.65225E+11,3932,3932
1/2/2016 8:00,18.15,73.25,101.93,160811932,2.65225E+11,4354,4354
1/2/2016 9:00,22.02,56.32,101.96,160811932,2.65225E+11,4647,4647
1/2/2016 10:00,25.34,41.23,101.92,160811932,2.65225E+11,4617,4617
1/2/2016 11:00,26.58,36.97,101.82,160811932,2.65225E+11,4612,4612
1/2/2016 12:00,27.29,35.06,101.67,160811932,2.65225E+11,4742,4742
1/2/2016 13:00,27.53,34.7,101.56,160811932,2.65225E+11,4757,4757
1/2/2016 14:00,27.47,34.05,101.47,160811932,2.65225E+11,4549,4549
1/2/2016 15:00,26.61,36.3,101.43,160811932,2.65225E+11,4708,4708
1/2/2016 16:00,24.12,52.17,101.41,160811932,2.65225E+11,4664,4664
1/2/2016 17:00,21.25,56.57,101.47,160811932,2.65225E+11,4873,4873
1/2/2016 18:00,20.03,59.53,101.56,160811932,2.65225E+11,6278,6278
1/2/2016 19:00,19.17,61.4,101.65,160811932,2.65225E+11,6526,6526
1/2/2016 20:00,18.58,62.9,101.69,160811932,2.65225E+11,6444,6444
1/2/2016 21:00,18.14,64.28,101.7,160811932,2.65225E+11,6108,6108
1/2/2016 22:00,17.66,65.83,101.68,160811932,2.65225E+11,5339,5339
1/2/2016 23:00,17.1,67.85,101.64,160811932,2.65225E+11,4882,4882
1/3/2016 0:00,16.58,69.84,101.59,160811932,2.65225E+11,4566,4566
1/3/2016 1:00,16.07,71.94,101.56,160811932,2.65225E+11,4051,4051
1/3/2016 2:00,15.47,74.54,101.51,160811932,2.65225E+11,3868,3868
1/3/2016 3:00,14.87,77.57,101.5,160811932,2.65225E+11,3713,3713
1/3/2016 4:00,14.54,79.64,101.52,160811932,2.65225E+11,3894,3894
1/3/2016 5:00,14.31,81.36,101.56,160811932,2.65225E+11,3586,3586
1/3/2016 6:00,14.21,82.54,101.63,160811932,2.65225E+11,3864,3864
1/3/2016 7:00,15.37,79.51,101.69,160811932,2.65225E+11,4161,4161
1/3/2016 8:00,17.28,71.67,101.76,160811932,2.65225E+11,4628,4628
1/3/2016 9:00,20.73,57.35,101.8,160811932,2.65225E+11,4886,4886
1/3/2016 10:00,24.51,43.09,101.75,160811932,2.65225E+11,4802,4802
1/3/2016 11:00,25.81,39.01,101.64,160811932,2.65225E+11,4847,4847
1/3/2016 12:00,26.23,37.82,101.5,160811932,2.65225E+11,4944,4944
1/3/2016 13:00,26.4,37.53,101.38,160811932,2.65225E+11,5054,5054
1/3/2016 14:00,26.24,36.96,101.3,160811932,2.65225E+11,4747,4747
1/3/2016 15:00,25.47,39.12,101.27,160811932,2.65225E+11,4803,4803
1/3/2016 16:00,23.24,53.71,101.3,160811932,2.65225E+11,4853,4853
1/3/2016 17:00,21.21,54.87,101.37,160811932,2.65225E+11,5156,5156
1/3/2016 18:00,20.38,54.76,101.46,160811932,2.65225E+11,6237,6237
1/3/2016 19:00,19.61,55.93,101.54,160811932,2.65225E+11,6614,6614
1/3/2016 20:00,18.89,57.05,101.61,160811932,2.65225E+11,6476,6476
1/3/2016 21:00,18.25,57.94,101.65,160811932,2.65225E+11,6112,6112
1/3/2016 22:00,17.68,58.77,101.65,160811932,2.65225E+11,5381,5381
1/3/2016 23:00,17.18,59.48,101.62,160811932,2.65225E+11,4832,4832
1/4/2016 0:00,16.79,59.86,101.59,160811932,2.65225E+11,4541,4541
1/4/2016 1:00,16.32,60.79,101.57,160811932,2.65225E+11,4062,4062
1/4/2016 2:00,15.7,62.87,101.54,160811932,2.65225E+11,3858,3858
1/4/2016 3:00,15.02,65.94,101.52,160811932,2.65225E+11,3760,3760
1/4/2016 4:00,14.34,69.51,101.53,160811932,2.65225E+11,3647,3647
1/4/2016 5:00,13.77,72.99,101.59,160811932,2.65225E+11,3656,3656
1/4/2016 6:00,13.32,76.5,101.69,160811932,2.65225E+11,4109,4109
1/4/2016 7:00,14.62,75.65,101.8,160811932,2.65225E+11,4194,4194
1/4/2016 8:00,17.22,65.44,101.89,160811932,2.65225E+11,4654,4654
1/4/2016 9:00,20.76,51.76,101.94,160811932,2.65225E+11,4855,4855
1/4/2016 10:00,24.3,40.34,101.89,160811932,2.65225E+11,4809,4809
1/4/2016 11:00,25.4,38.68,101.78,160811932,2.65225E+11,4836,4836
1/4/2016 12:00,26.1,37.25,101.64,160811932,2.65225E+11,4934,4934
1/4/2016 13:00,26.44,36.51,101.51,160811932,2.65225E+11,4844,4844
1/4/2016 14:00,26.38,36.41,101.4,160811932,2.65225E+11,4713,4713
1/4/2016 15:00,25.81,38.04,101.37,160811932,2.65225E+11,4832,4832
1/4/2016 16:00,24.12,48.89,101.4,160811932,2.65225E+11,4899,4899
1/4/2016 17:00,21.77,52.88,101.47,160811932,2.65225E+11,5207,5207
1/4/2016 18:00,20.4,54.94,101.54,160811932,2.65225E+11,6490,6490
1/4/2016 19:00,19.16,57.56,101.62,160811932,2.65225E+11,6630,6630
1/4/2016 20:00,18,60.12,101.67,160811932,2.65225E+11,6521,6521
1/4/2016 21:00,17.06,61.65,101.69,160811932,2.65225E+11,6219,6219
1/4/2016 22:00,16.18,62.92,101.71,160811932,2.65225E+11,5478,5478
1/4/2016 23:00,15.47,63.44,101.7,160811932,2.65225E+11,4943,4943
1/5/2016 0:00,14.98,62.88,101.67,160811932,2.65225E+11,4573,4573
1/5/2016 1:00,15.02,59.94,101.62,160811932,2.65225E+11,4168,4168
1/5/2016 2:00,15.52,55.24,101.55,160811932,2.65225E+11,3925,3925
1/5/2016 3:00,15.26,55.87,101.51,160811932,2.65225E+11,3794,3794
1/5/2016 4:00,14.81,58.76,101.51,160811932,2.65225E+11,3744,3744
1/5/2016 5:00,14.36,61.91,101.56,160811932,2.65225E+11,3716,3716
1/5/2016 6:00,13.79,65.75,101.66,160811932,2.65225E+11,3993,3993
1/5/2016 7:00,14.7,67.96,101.76,160811932,2.65225E+11,4324,4324
1/5/2016 8:00,16.85,59.77,101.84,160811932,2.65225E+11,4665,4665
1/5/2016 9:00,20.4,47.33,101.86,160811932,2.65225E+11,4916,4916
1/5/2016 10:00,23.79,37.37,101.79,160811932,2.65225E+11,4918,4918
1/5/2016 11:00,24.94,36.17,101.65,160811932,2.65225E+11,4923,4923
1/5/2016 12:00,25.59,34.54,101.49,160811932,2.65225E+11,4938,4938
1/5/2016 13:00,25.94,33.64,101.35,160811932,2.65225E+11,4954,4954
1/5/2016 14:00,25.84,33.96,101.27,160811932,2.65225E+11,4717,4717
1/5/2016 15:00,25.22,35.29,101.28,160811932,2.65225E+11,4811,4811
1/5/2016 16:00,22.96,50.39,101.33,160811932,2.65225E+11,4848,4848
1/5/2016 17:00,20.96,49.81,101.39,160811932,2.65225E+11,5145,5145
1/5/2016 18:00,20.25,49.37,101.49,160811932,2.65225E+11,6464,6464
1/5/2016 19:00,19.97,48.46,101.55,160811932,2.65225E+11,6636,6636
1/5/2016 20:00,19.45,48.99,101.59,160811932,2.65225E+11,6533,6533
1/5/2016 21:00,18.76,50.34,101.61,160811932,2.65225E+11,6226,6226
1/5/2016 22:00,18.04,51.95,101.6,160811932,2.65225E+11,5534,5534
1/5/2016 23:00,17.34,53.62,101.56,160811932,2.65225E+11,5002,5002
1/6/2016 0:00,16.64,55.61,101.53,160811932,2.65225E+11,4560,4560
1/6/2016 1:00,16.16,57.05,101.49,160811932,2.65225E+11,4153,4153
1/6/2016 2:00,15.63,59,101.46,160811932,2.65225E+11,3996,3996
1/6/2016 3:00,15.21,61.08,101.46,160811932,2.65225E+11,3829,3829
1/6/2016 4:00,14.71,64.26,101.5,160811932,2.65225E+11,3766,3766
1/6/2016 5:00,14.24,67.5,101.58,160811932,2.65225E+11,3732,3732
1/6/2016 6:00,14.15,68.97,101.69,160811932,2.65225E+11,3943,3943
1/6/2016 7:00,15.17,69.51,101.76,160811932,2.65225E+11,4360,4360
1/6/2016 8:00,17.33,61.5,101.82,160811932,2.65225E+11,4736,4736
1/6/2016 9:00,20.57,51.52,101.85,160811932,2.65225E+11,5015,5015
1/6/2016 10:00,23.86,42.59,101.81,160811932,2.65225E+11,4923,4923
1/6/2016 11:00,24.9,40.68,101.68,160811932,2.65225E+11,4929,4929
1/6/2016 12:00,25.61,38.26,101.55,160811932,2.65225E+11,4958,4958
1/6/2016 13:00,25.93,37.31,101.44,160811932,2.65225E+11,4855,4855
1/6/2016 14:00,25.83,37.52,101.39,160811932,2.65225E+11,4751,4751
1/6/2016 15:00,25.17,38.76,101.38,160811932,2.65225E+11,4891,4891
1/6/2016 16:00,23.01,53.4,101.36,160811932,2.65225E+11,4895,4895
1/6/2016 17:00,21.03,54.13,101.39,160811932,2.65225E+11,5237,5237
1/6/2016 18:00,20.28,54.24,101.5,160811932,2.65225E+11,6450,6450
1/6/2016 19:00,19.58,55.7,101.58,160811932,2.65225E+11,6707,6707
1/6/2016 20:00,18.72,58.35,101.64,160811932,2.65225E+11,6598,6598
1/6/2016 21:00,18.04,60.27,101.65,160811932,2.65225E+11,6321,6321
1/6/2016 22:00,17.37,62.13,101.64,160811932,2.65225E+11,5552,5552
1/6/2016 23:00,16.8,63.38,101.61,160811932,2.65225E+11,4975,4975
1/7/2016 0:00,16.52,63.37,101.56,160811932,2.65225E+11,4757,4757
1/7/2016 1:00,15.92,65.2,101.53,160811932,2.65225E+11,4108,4108
1/7/2016 2:00,15.16,68.27,101.53,160811932,2.65225E+11,3890,3890
1/7/2016 3:00,14.58,70.78,101.54,160811932,2.65225E+11,3767,3767
1/7/2016 4:00,14.07,73.38,101.58,160811932,2.65225E+11,3674,3674
1/7/2016 5:00,13.47,76.76,101.63,160811932,2.65225E+11,3649,3649
1/7/2016 6:00,13.13,79.4,101.7,160811932,2.65225E+11,3881,3881
1/7/2016 7:00,14.91,75.1,101.79,160811932,2.65225E+11,4340,4340
1/7/2016 8:00,17.45,64.4,101.86,160811932,2.65225E+11,4705,4705
1/7/2016 9:00,21.22,50.22,101.87,160811932,2.65225E+11,4894,4894
1/7/2016 10:00,24.97,38.52,101.82,160811932,2.65225E+11,4942,4942
1/7/2016 11:00,26.44,35.6,101.71,160811932,2.65225E+11,4985,4985
1/7/2016 12:00,27.24,34.28,101.59,160811932,2.65225E+11,5072,5072
1/7/2016 13:00,27.59,33.37,101.48,160811932,2.65225E+11,5026,5026
1/7/2016 14:00,27.41,33.13,101.41,160811932,2.65225E+11,4767,4767
1/7/2016 15:00,26.49,35.47,101.39,160811932,2.65225E+11,4919,4919
1/7/2016 16:00,24.16,50.75,101.39,160811932,2.65225E+11,4969,4969
1/7/2016 17:00,21.98,51.64,101.42,160811932,2.65225E+11,5313,5313
1/7/2016 18:00,21.02,52.98,101.49,160811932,2.65225E+11,6504,6504
1/7/2016 19:00,20.07,54.5,101.56,160811932,2.65225E+11,6754,6754
1/7/2016 20:00,19.08,56.09,101.62,160811932,2.65225E+11,6547,6547
1/7/2016 21:00,18.45,56.6,101.64,160811932,2.65225E+11,6265,6265
1/7/2016 22:00,18.35,55.4,101.6,160811932,2.65225E+11,5572,5572
1/7/2016 23:00,18.38,54.04,101.54,160811932,2.65225E+11,5078,5078
1/8/2016 0:00,18.42,52.73,101.48,160811932,2.65225E+11,4376,4376
1/8/2016 1:00,18.07,52.95,101.45,160811932,2.65225E+11,4223,4223
1/8/2016 2:00,17.5,54.63,101.43,160811932,2.65225E+11,4005,4005
1/8/2016 3:00,16.89,56.85,101.41,160811932,2.65225E+11,3888,3888
1/8/2016 4:00,16.87,57.02,101.42,160811932,2.65225E+11,3779,3779
1/8/2016 5:00,16.28,59.93,101.49,160811932,2.65225E+11,3785,3785
1/8/2016 6:00,15.72,63.44,101.57,160811932,2.65225E+11,3976,3976
1/8/2016 7:00,16,67.89,101.67,160811932,2.65225E+11,4056,4056
1/8/2016 8:00,17.38,63.04,101.73,160811932,2.65225E+11,4302,4302
1/8/2016 9:00,20.51,52.07,101.77,160811932,2.65225E+11,4370,4370
1/8/2016 10:00,24.72,38.39,101.72,160811932,2.65225E+11,4270,4270
1/8/2016 11:00,26.34,34.69,101.61,160811932,2.65225E+11,4145,4145
1/8/2016 12:00,26.81,33.55,101.44,160811932,2.65225E+11,4282,4282
1/8/2016 13:00,26.91,33.12,101.28,160811932,2.65225E+11,4218,4218
1/8/2016 14:00,26.6,34.11,101.2,160811932,2.65225E+11,3896,3896
1/8/2016 15:00,25.79,37.38,101.18,160811932,2.65225E+11,3921,3921
1/8/2016 16:00,23.59,51.25,101.17,160811932,2.65225E+11,3905,3905
1/8/2016 17:00,21.84,52.02,101.19,160811932,2.65225E+11,4381,4381
1/8/2016 18:00,20.8,54.31,101.26,160811932,2.65225E+11,5834,5834
1/8/2016 19:00,19.6,57.68,101.33,160811932,2.65225E+11,6113,6113
1/8/2016 20:00,18.39,61.84,101.36,160811932,2.65225E+11,6152,6152
1/8/2016 21:00,17.62,64.59,101.36,160811932,2.65225E+11,5832,5832
1/8/2016 22:00,17.1,67.56,101.33,160811932,2.65225E+11,5254,5254
1/8/2016 23:00,16.57,71.73,101.3,160811932,2.65225E+11,4783,4783
1/9/2016 0:00,16.08,76.26,101.25,160811932,2.65225E+11,4767,4767
1/9/2016 1:00,15.61,80.55,101.2,160811932,2.65225E+11,3968,3968
1/9/2016 2:00,15.18,84.36,101.16,160811932,2.65225E+11,3843,3843
1/9/2016 3:00,14.86,87.51,101.13,160811932,2.65225E+11,3624,3624
1/9/2016 4:00,14.52,90.51,101.12,160811932,2.65225E+11,3545,3545
1/9/2016 5:00,14.21,93.16,101.14,160811932,2.65225E+11,3512,3512
1/9/2016 6:00,13.94,95.66,101.19,160811932,2.65225E+11,3759,3759
1/9/2016 7:00,15.9,86.85,101.25,160811932,2.65225E+11,4090,4090
1/9/2016 8:00,18.22,76.71,101.3,160811932,2.65225E+11,4690,4690
1/9/2016 9:00,21.36,63.79,101.34,160811932,2.65225E+11,4792,4792
1/9/2016 10:00,25.31,45.85,101.32,160811932,2.65225E+11,4677,4677
1/9/2016 11:00,26.7,40.22,101.22,160811932,2.65225E+11,4602,4602
1/9/2016 12:00,27.28,38.03,101.09,160811932,2.65225E+11,4749,4749
1/9/2016 13:00,27.43,37.35,101,160811932,2.65225E+11,4728,4728
1/9/2016 14:00,27.12,37.97,100.94,160811932,2.65225E+11,4576,4576
1/9/2016 15:00,26.54,39.93,100.93,160811932,2.65225E+11,4676,4676
1/9/2016 16:00,24.29,52.32,100.97,160811932,2.65225E+11,4640,4640
1/9/2016 17:00,21.43,60.06,101.05,160811932,2.65225E+11,5133,5133
1/9/2016 18:00,20.91,61.69,101.17,160811932,2.65225E+11,6441,6441
1/9/2016 19:00,20.56,63.56,101.26,160811932,2.65225E+11,6731,6731
1/9/2016 20:00,19.84,66.91,101.32,160811932,2.65225E+11,6634,6634
1/9/2016 21:00,19.2,71.38,101.35,160811932,2.65225E+11,6436,6436
1/9/2016 22:00,18.76,75.61,101.37,160811932,2.65225E+11,5692,5692
1/9/2016 23:00,18.17,80.38,101.35,160811932,2.65225E+11,5150,5150
1/10/2016 0:00,17.46,85.65,101.33,160811932,2.65225E+11,4643,4643
1/10/2016 1:00,16.5,92.47,101.32,160811932,2.65225E+11,4235,4235
1/10/2016 2:00,16.07,96.08,101.3,160811932,2.65225E+11,4053,4053
1/10/2016 3:00,15.94,97.59,101.3,160811932,2.65225E+11,3892,3892
1/10/2016 4:00,15.98,97.73,101.33,160811932,2.65225E+11,3786,3786
1/10/2016 5:00,16.13,96.89,101.43,160811932,2.65225E+11,3818,3818
1/10/2016 6:00,15.89,98.32,101.54,160811932,2.65225E+11,4085,4085
1/10/2016 7:00,16.76,94.22,101.66,160811932,2.65225E+11,4392,4392
1/10/2016 8:00,19.35,78.4,101.75,160811932,2.65225E+11,4711,4711
1/10/2016 9:00,22.66,55.79,101.8,160811932,2.65225E+11,4910,4910
1/10/2016 10:00,25.08,42.72,101.76,160811932,2.65225E+11,4785,4785
1/10/2016 11:00,26.36,38,101.64,160811932,2.65225E+11,4707,4707
1/10/2016 12:00,26.73,36.35,101.49,160811932,2.65225E+11,4873,4873
1/10/2016 13:00,26.85,35.36,101.37,160811932,2.65225E+11,4857,4857
1/10/2016 14:00,26.61,35.52,101.32,160811932,2.65225E+11,4619,4619
1/10/2016 15:00,25.91,36.83,101.33,160811932,2.65225E+11,4691,4691
1/10/2016 16:00,23.97,50.08,101.38,160811932,2.65225E+11,4640,4640
1/10/2016 17:00,21.99,51.67,101.43,160811932,2.65225E+11,5042,5042
1/10/2016 18:00,20.78,53.92,101.52,160811932,2.65225E+11,6351,6351
1/10/2016 19:00,19.77,56.39,101.61,160811932,2.65225E+11,6568,6568
1/10/2016 20:00,18.74,59.72,101.67,160811932,2.65225E+11,6550,6550
1/10/2016 21:00,17.74,63.6,101.7,160811932,2.65225E+11,6090,6090
1/10/2016 22:00,16.91,66.7,101.71,160811932,2.65225E+11,5555,5555
1/10/2016 23:00,16.22,69.49,101.66,160811932,2.65225E+11,5107,5107
1/11/2016 0:00,15.49,72.96,101.61,160811932,2.65225E+11,4753,4753
1/11/2016 1:00,14.92,76.12,101.56,160811932,2.65225E+11,6736,6736
1/11/2016 2:00,14.51,79.01,101.52,160811932,2.65225E+11,3918,3918
1/11/2016 3:00,14.09,82.05,101.47,160811932,2.65225E+11,3827,3827
1/11/2016 4:00,13.86,83.99,101.46,160811932,2.65225E+11,3685,3685
1/11/2016 5:00,13.77,85.13,101.5,160811932,2.65225E+11,3702,3702
1/11/2016 6:00,13.74,85.99,101.58,160811932,2.65225E+11,4063,4063
1/11/2016 7:00,15.12,81.35,101.68,160811932,2.65225E+11,4340,4340
1/11/2016 8:00,17.35,71.61,101.77,160811932,2.65225E+11,4811,4811
1/11/2016 9:00,21.15,51.57,101.82,160811932,2.65225E+11,5037,5037
1/11/2016 10:00,23.79,38.57,101.78,160811932,2.65225E+11,4985,4985
1/11/2016 11:00,24.85,34.97,101.67,160811932,2.65225E+11,4970,4970
1/11/2016 12:00,25.55,33.1,101.51,160811932,2.65225E+11,5007,5007
1/11/2016 13:00,25.8,31.74,101.37,160811932,2.65225E+11,5071,5071
1/11/2016 14:00,25.66,30.95,101.29,160811932,2.65225E+11,4739,4739
1/11/2016 15:00,24.89,31.52,101.28,160811932,2.65225E+11,4890,4890
1/11/2016 16:00,22.37,45.42,101.31,160811932,2.65225E+11,4910,4910
1/11/2016 17:00,19.09,52.26,101.37,160811932,2.65225E+11,5189,5189
1/11/2016 18:00,17.97,53.59,101.45,160811932,2.65225E+11,6472,6472
1/11/2016 19:00,17.25,54.56,101.52,160811932,2.65225E+11,6766,6766
1/11/2016 20:00,16.75,54.81,101.56,160811932,2.65225E+11,6699,6699
1/11/2016 21:00,16.36,54.89,101.56,160811932,2.65225E+11,6425,6425
1/11/2016 22:00,16.02,54.84,101.55,160811932,2.65225E+11,5653,5653
1/11/2016 23:00,15.7,54.77,101.51,160811932,2.65225E+11,5174,5174
1/12/2016 0:00,15.36,55.02,101.46,160811932,2.65225E+11,4737,4737
1/12/2016 1:00,14.96,55.68,101.43,160811932,2.65225E+11,4196,4196
1/12/2016 2:00,14.53,56.74,101.4,160811932,2.65225E+11,3962,3962
1/12/2016 3:00,14.16,58.09,101.36,160811932,2.65225E+11,3846,3846
1/12/2016 4:00,13.73,60.14,101.35,160811932,2.65225E+11,3751,3751
1/12/2016 5:00,13.14,63.51,101.42,160811932,2.65225E+11,3722,3722
1/12/2016 6:00,12.65,66.63,101.5,160811932,2.65225E+11,4074,4074
1/12/2016 7:00,13.6,67.98,101.59,160811932,2.65225E+11,4549,4549
1/12/2016 8:00,15.53,60.04,101.65,160811932,2.65225E+11,4887,4887
1/12/2016 9:00,18.84,49.08,101.69,160811932,2.65225E+11,5070,5070
1/12/2016 10:00,22.77,35.13,101.66,160811932,2.65225E+11,5134,5134
1/12/2016 11:00,24.02,32.43,101.55,160811932,2.65225E+11,5019,5019
1/12/2016 12:00,24.57,31.54,101.4,160811932,2.65225E+11,4853,4853
1/12/2016 13:00,24.93,30.43,101.29,160811932,2.65225E+11,5136,5136
1/12/2016 14:00,24.77,30.59,101.21,160811932,2.65225E+11,4864,4864
1/12/2016 15:00,23.97,33,101.17,160811932,2.65225E+11,4925,4925
1/12/2016 16:00,21.45,48.3,101.18,160811932,2.65225E+11,4884,4884
1/12/2016 17:00,19.46,48.5,101.21,160811932,2.65225E+11,5161,5161
1/12/2016 18:00,19.17,47.15,101.26,160811932,2.65225E+11,6501,6501
1/12/2016 19:00,19.36,44.73,101.27,160811932,2.65225E+11,6778,6778
1/12/2016 20:00,18.95,45.16,101.29,160811932,2.65225E+11,6669,6669
1/12/2016 21:00,17.72,48.89,101.35,160811932,2.65225E+11,6433,6433
1/12/2016 22:00,16.97,50.68,101.35,160811932,2.65225E+11,5627,5627
1/12/2016 23:00,16.73,50.24,101.28,160811932,2.65225E+11,5116,5116
1/13/2016 0:00,16.42,50.18,101.25,160811932,2.65225E+11,4782,4782
1/13/2016 1:00,16.04,50.69,101.22,160811932,2.65225E+11,4215,4215
1/13/2016 2:00,15.58,51.91,101.19,160811932,2.65225E+11,3979,3979
1/13/2016 3:00,15.08,53.88,101.17,160811932,2.65225E+11,3908,3908
1/13/2016 4:00,14.89,55.13,101.19,160811932,2.65225E+11,3778,3778
1/13/2016 5:00,14.63,56.87,101.25,160811932,2.65225E+11,3766,3766
1/13/2016 6:00,14.3,59.34,101.33,160811932,2.65225E+11,4140,4140
1/13/2016 7:00,14.62,63.62,101.42,160811932,2.65225E+11,4484,4484
1/13/2016 8:00,15.93,59.08,101.53,160811932,2.65225E+11,4993,4993
1/13/2016 9:00,19,49.57,101.58,160811932,2.65225E+11,5239,5239
1/13/2016 10:00,22.52,40.43,101.55,160811932,2.65225E+11,4960,4960
1/13/2016 11:00,23.65,38.43,101.43,160811932,2.65225E+11,5010,5010
1/13/2016 12:00,24.48,37.31,101.29,160811932,2.65225E+11,5082,5082
1/13/2016 13:00,24.71,37.47,101.15,160811932,2.65225E+11,5134,5134
1/13/2016 14:00,24.7,37.93,101.08,160811932,2.65225E+11,4991,4991
1/13/2016 15:00,24.09,39.65,101.03,160811932,2.65225E+11,5005,5005
1/13/2016 16:00,22.35,51.13,101.03,160811932,2.65225E+11,4935,4935
1/13/2016 17:00,20.57,52.13,101.09,160811932,2.65225E+11,5310,5310
1/13/2016 18:00,19.9,52.72,101.17,160811932,2.65225E+11,6493,6493
1/13/2016 19:00,19.18,54.83,101.28,160811932,2.65225E+11,6883,6883
1/13/2016 20:00,18.63,56.85,101.33,160811932,2.65225E+11,6742,6742
1/13/2016 21:00,17.86,59.77,101.38,160811932,2.65225E+11,6205,6205
1/13/2016 22:00,17.13,62.6,101.39,160811932,2.65225E+11,5679,5679
1/13/2016 23:00,16.6,64.55,101.36,160811932,2.65225E+11,5303,5303
1/14/2016 0:00,15.9,67.58,101.35,160811932,2.65225E+11,4986,4986
1/14/2016 1:00,15.49,68.89,101.3,160811932,2.65225E+11,4291,4291
1/14/2016 2:00,15,70.79,101.28,160811932,2.65225E+11,4117,4117
1/14/2016 3:00,14.62,72.35,101.27,160811932,2.65225E+11,3911,3911
1/14/2016 4:00,14.46,73.11,101.29,160811932,2.65225E+11,3869,3869
1/14/2016 5:00,14.42,73.35,101.35,160811932,2.65225E+11,3901,3901
1/14/2016 6:00,14.3,74.17,101.42,160811932,2.65225E+11,4193,4193
1/14/2016 7:00,15.47,71.11,101.47,160811932,2.65225E+11,4658,4658
1/14/2016 8:00,17.35,64.44,101.55,160811932,2.65225E+11,4868,4868
1/14/2016 9:00,20.66,53.18,101.62,160811932,2.65225E+11,5367,5367
1/14/2016 10:00,24.04,39.72,101.6,160811932,2.65225E+11,5234,5234
1/14/2016 11:00,25.17,35.72,101.5,160811932,2.65225E+11,5203,5203
1/14/2016 12:00,25.78,33.38,101.36,160811932,2.65225E+11,5386,5386
1/14/2016 13:00,26.15,31.76,101.23,160811932,2.65225E+11,5339,5339
1/14/2016 14:00,26.02,30.92,101.14,160811932,2.65225E+11,5080,5080
1/14/2016 15:00,25.24,32.84,101.13,160811932,2.65225E+11,5080,5080
1/14/2016 16:00,22.79,48.56,101.14,160811932,2.65225E+11,5250,5250
1/14/2016 17:00,20.96,47.44,101.19,160811932,2.65225E+11,5294,5294
1/14/2016 18:00,20.51,46.39,101.25,160811932,2.65225E+11,6600,6600
1/14/2016 19:00,20.05,46.04,101.32,160811932,2.65225E+11,6794,6794
1/14/2016 20:00,19.79,45.63,101.37,160811932,2.65225E+11,6746,6746
1/14/2016 21:00,19.67,44.92,101.39,160811932,2.65225E+11,6411,6411
1/14/2016 22:00,19.74,43.73,101.38,160811932,2.65225E+11,5821,5821
1/14/2016 23:00,19.27,44.79,101.33,160811932,2.65225E+11,5422,5422
1/15/2016 0:00,18.51,46.88,101.29,160811932,2.65225E+11,4520,4520
1/15/2016 1:00,17.34,50.1,101.24,160811932,2.65225E+11,4517,4517
1/15/2016 2:00,16.9,51.58,101.2,160811932,2.65225E+11,4180,4180
1/15/2016 3:00,16.35,54.35,101.14,160811932,2.65225E+11,4045,4045
